Entity Name,Entity Description,Attribute Name,Attribute Description,Logical Data Type,Table Name ,Column Name,Physical Data Type,Null Option,Release,Is PK-FK
Billing Offer,The Entity is a subset of the Product catalog that includes all the possible Offers  available in the Product Catalogue.,Value Added Services Indicator,VAS Indicator,CHAR(3),BILL_OFFR,VALU_ADD_SERV_IND,VARCHAR(15),Null,R1,Non-Key
Billing Offer,The Entity is a subset of the Product catalog that includes all the possible Offers  available in the Product Catalogue.,Vas Type Description,"Values :: Free , Trial & Payable",VARCHAR(255),BILL_OFFR,VAS_TYPE_DS,VARCHAR2(255),Null,R1,Non-Key
Billing Offer,The Entity is a subset of the Product catalog that includes all the possible Offers  available in the Product Catalogue.,Voice Allowance Quantity,Volume of Voice,"DECIMAL(18,4)",BILL_OFFR,VOIC_ALLW_QTY,"DECIMAL(18,4)",Null,R1,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Billing Offer Identifier,Identifies the offer.,DECIMAL(18),BILL_OFFR_ITEM,BILL_OFFR_ID,NUMBER(18),Null,R1,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Billing Offer Item Code,The code of the item.,VARCHAR(32),BILL_OFFR_ITEM,BILL_OFFR_ITEM_CD,VARCHAR2(32),Null,R1,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Billing Offer Item Key,GK on Billling Offer Id and Billing Offer Item Code and Source System Code,INTEGER,BILL_OFFR_ITEM,BILL_OFFR_ITEM_KEY,NUMBER(10),Not Null,R1,PK
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Billing Offer Key,GK on Billing Offer Id + Source System Code,BIGINT,BILL_OFFR_ITEM,BILL_OFFR_KEY,NUMBER(18),Not Null,R1+R2,FK
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Customer Group Identifier,Used to identify whether the record belongs to Group Consumer or Group Enterprise.,INTEGER,BILL_OFFR_ITEM,CUST_GRP_ID,NUMBER(9),Null,R2,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Foreign Product Code,Foreign Product Code,VARCHAR(32),BILL_OFFR_ITEM,FRGN_PROD_CD,VARCHAR2(32),Null,R2,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Item Duration,Number of offset_units after initial billing to cease component or 0 (don’t cease).,INTEGER,BILL_OFFR_ITEM,ITEM_DUR,NUMBER(9),Null,R2,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Item Duration Units Identifier,Units for start_dt_offset and duration . 140 = days 150 = weeks 160 = months 170 = quarters 180 = years,INTEGER,BILL_OFFR_ITEM,ITEM_DUR_UNIT_ID,NUMBER(9),Null,R2,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Item Name,ITEM Name,VARCHAR(255),BILL_OFFR_ITEM,ITEM_NM,VARCHAR2(255),Null,R1,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Item Type Code,"Identifies the type of the item, (whether it is a provisioning item, pricing item or event distribution item).
Example Values (for CSPCITEMTP, layer 0): 
B - BILLING 
E - EVENTDISTRIBUTION 
P - PROVISIONING 
R - PRICING",CHAR(3),BILL_OFFR_ITEM,ITEM_TYPE_CD,VARCHAR2(15),Null,R1,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Level Indicator,Level Indicator,CHAR(3),BILL_OFFR_ITEM,LVL_IND,VARCHAR(15),Null,R2,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Member Type,"Identifies the type of member(1-product, 2-contract)",INTEGER,BILL_OFFR_ITEM,MEM_TYPE,NUMBER(9),Null,R2,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Package Code,The code of the package to which the item belongs,CHAR(10),BILL_OFFR_ITEM,PCKG_CD,VARCHAR2(15),Null,R1,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Product Item Code,Product Item Code,CHAR(10),BILL_OFFR_ITEM,PROD_ITEM_CD,VARCHAR2(15),Null,R2,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Product Item Code Key,GK for the product owner code,INTEGER,BILL_OFFR_ITEM,PROD_ITEM_CODE_KEY,NUMBER(10),Null,R2,FK
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Product Line Key,Generated key for product line,INTEGER,BILL_OFFR_ITEM,PROD_LINE_KEY,NUMBER(10),Null,R2,FK
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Revenue Code,"The rating item revenue Type
Example Values (for CSPCREVCD, layer 0): 
OCO - ONE-TIME-CHARGE 
RC - RECURING-CHARGE 
UC - USAGE-CHARGE",CHAR(3),BILL_OFFR_ITEM,RVNU_CD,VARCHAR2(15),Null,R1,Non-Key
Billing Offer Item, The Offer Items table lists the offer items that can be provided to the Amdocs Billing Customer Manager (BCM) client.,Transaction Category 1,Transaction Category 1,INTEGER,BILL_OFFR_ITEM,TRAN_CTGY_1,NUMBER(9),Null,R2,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Billing Offer Identifier,Identifies the offer.,NUMBER(18),BILL_OFFR_ITEM_PARM,BILL_OFFR_ID,NUMBER(18),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Billing Offer Item Code,The code of the item.,NUMBER(18),BILL_OFFR_ITEM_PARM,BILL_OFFR_ITEM_CD,NUMBER(18),Null,R1+R2,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Billing Offer Item Key,GK on Billling Offer Id and Billing Offer Item Code and Source System Code,INTEGER,BILL_OFFR_ITEM_PARM,BILL_OFFR_ITEM_KEY,NUMBER(10),Not Null,R1,FK
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Billing Offer Item Parameters Key,"GK on Package Code,
Billing Offer Key,
Item Parameter Name,
Billing Offer Item Code,
Item Parameter Dimension and source system Code",INTEGER,BILL_OFFR_ITEM_PARM,BILL_OFFR_ITEM_PARM_KEY,NUMBER(10),Not Null,R1,PK
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Billing Offer Key,GK on Billing Offer Id + Source System Code,BIGINT,BILL_OFFR_ITEM_PARM,BILL_OFFR_KEY,NUMBER(18),Not Null,R1+R2,FK
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Customer Group Identifier,Used to identify whether the record belongs to Group Consumer or Group Enterprise.,INTEGER,BILL_OFFR_ITEM_PARM,CUST_GRP_ID,NUMBER(9),Null,R2,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Item Name,ITEM Name,VARCHAR(255),BILL_OFFR_ITEM_PARM,ITEM_NM,VARCHAR2(255),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Item Parameter Dimension Text,"For Tiered Plans, it stores the scale",VARCHAR(4000),BILL_OFFR_ITEM_PARM,ITEM_PARM_DIMN_TXT,VARCHAR2(4000),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Item Parameter Name,Item Parameter,VARCHAR(255),BILL_OFFR_ITEM_PARM,ITEM_PARM_NM,VARCHAR2(255),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Item Parameter Unit Of Measure Code,"The parameter Unit of measure, Duration Occurrence etc.",CHAR(3),BILL_OFFR_ITEM_PARM,ITEM_PARM_UNIT_OF_MEAS_CD,VARCHAR2(15),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Item Parameter Value Text,Item Parameter Value,VARCHAR(255),BILL_OFFR_ITEM_PARM,ITEM_PARM_VALU_TXT,VARCHAR2(255),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Item Role Name,"Identify the Item role:
OC discount
One Time Charge",VARCHAR(60),BILL_OFFR_ITEM_PARM,ITEM_ROLE_NM,VARCHAR2(60),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Item Type Code,"Identifies the type of the item, (whether it is a provisioning item, pricing item or event distribution item).
Example Values (for CSPCITEMTP, layer 0): 
B - BILLING 
E - EVENTDISTRIBUTION 
P - PROVISIONING 
R - PRICING",VARCHAR(255),BILL_OFFR_ITEM_PARM,ITEM_TYPE_CD,VARCHAR2(255),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Offer Effective Timestamp,The date on which the offer item  becomes effective.,TIMESTAMP(6),BILL_OFFR_ITEM_PARM,OFFR_EFFT_TS,TIMESTAMP(6),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Offer Expiration Timestamp,The expiration Date of the Offer Item,TIMESTAMP(6),BILL_OFFR_ITEM_PARM,OFFR_XPIR_TS,TIMESTAMP(6),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Package Code,The code of the package to which the item belongs,INTEGER,BILL_OFFR_ITEM_PARM,PCKG_CD,NUMBER(9),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Package Effective Timestamp,Package Effective Timestamp,TIMESTAMP(6),BILL_OFFR_ITEM_PARM,PCKG_EFFT_TS,TIMESTAMP(6),Null,R2,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Package Name,The name of the package to which the item belongs,VARCHAR(255),BILL_OFFR_ITEM_PARM,PCKG_NM,VARCHAR2(255),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Package Expiration Timestamp,Package Expiration Timestamp,TIMESTAMP(6),BILL_OFFR_ITEM_PARM,PCKG_XPIR_TS,TIMESTAMP(6),Null,R2,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Priority Number,Defines the priority of the item. This column is used to prioritize the between the items .,INTEGER,BILL_OFFR_ITEM_PARM,PRIT_NO,NUMBER(9),Null,R1,Non-Key
Billing Offer Item Parameters,This entity stores the parameters fir the billing offer item,Revenue Code,"The rating item revenue Type
Example Values (for CSPCREVCD, layer 0): 
OCO - ONE-TIME-CHARGE 
RC - RECURING-CHARGE 
UC - USAGE-CHARGE",CHAR(3),BILL_OFFR_ITEM_PARM,RVNU_CD,VARCHAR2(15),Null,R1,Non-Key
Billing Offer Item Product Line,Description of the business the billing offer item is related to,Customer Group Identifier,Used to identify whether the record belongs to Group Consumer or Group Enterprise.,INTEGER,BILL_OFFR_ITEM_PROD_LINE,CUST_GRP_ID,NUMBER(9),Null,R2,Non-Key
Billing Offer Item Product Line,Description of the business the billing offer item is related to,Product Group Identifier,Product group identifier,INTEGER,BILL_OFFR_ITEM_PROD_LINE,PROD_GRP_ID,NUMBER(9),Null,R2,Non-Key
Billing Offer Item Product Line,Description of the business the billing offer item is related to,Product Line Description,Product Line Description,VARCHAR(255),BILL_OFFR_ITEM_PROD_LINE,PROD_LINE_DS,VARCHAR2(255),Null,R2,Non-Key
Billing Offer Item Product Line,Description of the business the billing offer item is related to,Product Line Identifier,Product Line of Business Source Id,INTEGER,BILL_OFFR_ITEM_PROD_LINE,PROD_LINE_ID,NUMBER(9),Null,R2,Non-Key
Billing Offer Item Product Line,Description of the business the billing offer item is related to,Product Line Key,Generated key for product line,INTEGER,BILL_OFFR_ITEM_PROD_LINE,PROD_LINE_KEY,NUMBER(10),Not Null,R2,PK
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Billing Offer Identifier,,DECIMAL(18),BILL_OFFR_PROM,BILL_OFFR_ID,NUMBER(18),Null,R1,Non-Key
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Billing Offer Key,GK on Billing Offer Id + Source System Code,BIGINT,BILL_OFFR_PROM,BILL_OFFR_KEY,NUMBER(18),Null,R1+R2,FK
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Billing Offer Promotion Key,Generated key in EDW,INTEGER,BILL_OFFR_PROM,BILL_OFFR_PROM_KEY,NUMBER(10),Not Null,R2,PK
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Billing Offer Promotion Master Key,Billing Offer Promotion Master Key,INTEGER,BILL_OFFR_PROM,BILL_OFFR_PROM_MSTR_KEY,NUMERIC(18),Null,R2,FK
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Billing Offer Promotion Tag Indicator,,CHAR(3),BILL_OFFR_PROM,BILL_OFFR_PROM_TAG_IND,VARCHAR(15),Null,R1,Non-Key
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Customer Group Identifier,,INTEGER,BILL_OFFR_PROM,CUST_GRP_ID,NUMBER(9),Null,R1,Non-Key
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Last Update By,,VARCHAR(60),BILL_OFFR_PROM,LAST_UPDT_BY,VARCHAR2(60),Null,R1,Non-Key
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Last Update Date,,DATE,BILL_OFFR_PROM,LAST_UPDT_DT,DATE,Null,R1,Non-Key
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Product Catalog Item Identifier,Catalog Item ID,VARCHAR(60),BILL_OFFR_PROM,PROD_CTLG_ITEM_ID,VARCHAR2(60),Null,R1,Non-Key
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Product Catalog Key,GK based on Product Catalog Item Id & Product Catalog Item Version & Source System Code,INTEGER,BILL_OFFR_PROM,PROD_CTLG_KEY,NUMBER(10),Null,R1,FK
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Promotion Child Identifier,,VARCHAR(32),BILL_OFFR_PROM,PROM_CHLD_ID,VARCHAR2(32),Null,R1,Non-Key
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Promotion Duration Identifier,,VARCHAR(15),BILL_OFFR_PROM,PROM_DUR_ID,VARCHAR2(15),Null,R1,Non-Key
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Promotion Identifier,,VARCHAR(15),BILL_OFFR_PROM,PROM_ID,VARCHAR2(15),Null,R1,Non-Key
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Promotion Type Identifier,,VARCHAR(15),BILL_OFFR_PROM,PROM_TYPE_ID,VARCHAR2(15),Null,R1,Non-Key
Billing Offer Promotion,This table will hold the relation between Billing Offer and the associated Scheme,Remarks Text,,VARCHAR(255),BILL_OFFR_PROM,RMRK_TXT,VARCHAR2(255),Null,R1,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Allow Main Switch Indicator,Allow Main Switch Indicator,CHAR(3),BILL_OFFR_PROM_MSTR,ALLW_MAIN_SWCH_IND,VARCHAR(15),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Billing Offer Promotion Master Key,Billing Offer Promotion Master Key,INTEGER,BILL_OFFR_PROM_MSTR,BILL_OFFR_PROM_MSTR_KEY,NUMERIC(18),Not Null,R2,PK
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Child Billing Offer Identifier,Child Billing Offer Identifier,DECIMAL(18),BILL_OFFR_PROM_MSTR,CHLD_BILL_OFFR_ID,NUMBER(18),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Cross Customer Line Tie Indicator,Cross Customer Line Tie Indicator,CHAR(3),BILL_OFFR_PROM_MSTR,CRSS_CUST_LINE_TIE_IND,VARCHAR(15),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Cross Service Bundle Type Indicator,Croos Service Bundle Type Indicator,CHAR(3),BILL_OFFR_PROM_MSTR,CRSS_SERV_BNDL_TYPE_IND,VARCHAR(15),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Customer Group Identifier,"Used to identify whether the record belongs to Group Consumer or Group Enterprise.
1 - Group Consumer
2 - Group Enterprise",INTEGER,BILL_OFFR_PROM_MSTR,CUST_GRP_ID,NUMBER(9),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Last Update By,Last Update By,VARCHAR(60),BILL_OFFR_PROM_MSTR,LAST_UPDT_BY,VARCHAR2(60),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Last Update Date,Last Update Date,DATE,BILL_OFFR_PROM_MSTR,LAST_UPDT_DT,DATE,Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Main Supplementary On Same Address Indicator,Main Supplementary On Same Address Indicator,CHAR(3),BILL_OFFR_PROM_MSTR,MAIN_SPPL_ON_SAME_ADDR_IND,VARCHAR(15),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Maintained By,Maintained By,VARCHAR(60),BILL_OFFR_PROM_MSTR,MNTN_BY,VARCHAR2(60),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Promotion Description,Promotion Description,VARCHAR(255),BILL_OFFR_PROM_MSTR,PROM_DS,VARCHAR2(255),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Promotion End Date,Promotion End Date,DATE,BILL_OFFR_PROM_MSTR,PROM_END_DT,DATE,Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Promotion Group Identifier,Promotion Group Identifier,VARCHAR(40),BILL_OFFR_PROM_MSTR,PROM_GRP_ID,VARCHAR2(40),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Promotion Identifier,Promotion Identifier,VARCHAR(15),BILL_OFFR_PROM_MSTR,PROM_ID,VARCHAR2(15),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Promotion Requestor Name,Promotion Requestor Name,VARCHAR(60),BILL_OFFR_PROM_MSTR,PROM_RQST_NM,VARCHAR2(60),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Promotion Start Date,Promotion Start Date,DATE,BILL_OFFR_PROM_MSTR,PROM_STRT_DT,DATE,Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Prerequisite Rule Identifier,Prerequisite Rule Identifier,VARCHAR(32),BILL_OFFR_PROM_MSTR,PRRQ_RULE_ID,VARCHAR2(32),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Rule Identifier,Rule Identifier,VARCHAR(32),BILL_OFFR_PROM_MSTR,RULE_ID,VARCHAR2(32),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,Service Type,Service Type,CHAR(10),BILL_OFFR_PROM_MSTR,SERV_TYPE,VARCHAR2(15),Null,R2,Non-Key
Billing Offer Promotion Master,This table contains the variuos schemes or promotions defined for specific service types. The table also holds relation between a Scheme/promotion id and scheme group.,External System Identifier,External System Identifier,VARCHAR(15),BILL_OFFR_PROM_MSTR,XTRN_SYST_ID,VARCHAR2(15),Null,R2,Non-Key
Billing Offer Properties,This table is populated by a load process that extracts the information from an XML file provided by Amdocs Product Catalog.,Billing Offer Identifier,Billing Offer Id,DECIMAL(18),BILL_OFFR_PRPT,BILL_OFFR_ID,NUMBER(18),Null,R1,Non-Key
Billing Offer Properties,This table is populated by a load process that extracts the information from an XML file provided by Amdocs Product Catalog.,Billing Offer Key,GK on CID,BIGINT,BILL_OFFR_PRPT,BILL_OFFR_KEY,NUMBER(18),Not Null,R1+R2,FK
Billing Offer Properties,This table is populated by a load process that extracts the information from an XML file provided by Amdocs Product Catalog.,Billing Offer Property Key,GK based on  Property Name + Product Catalog Item Id + Product Catalog Item Version Id + Source System Code,INTEGER,BILL_OFFR_PRPT,BILL_OFFR_PRPT_KEY,NUMBER(10),Not Null,R1,PK
Billing Offer Properties,This table is populated by a load process that extracts the information from an XML file provided by Amdocs Product Catalog.,Customer Group Identifier,Used to identify whether the record belongs to Group Consumer or Group Enterprise.,INTEGER,BILL_OFFR_PRPT,CUST_GRP_ID,NUMBER(9),Null,R2,Non-Key
Billing Offer Properties,This table is populated by a load process that extracts the information from an XML file provided by Amdocs Product Catalog.,Element Type Code,Type of Component. PP,VARCHAR(255),BILL_OFFR_PRPT,LMNT_TYPE_CD,VARCHAR2(255),Null,R1,Non-Key
Billing Offer Properties,This table is populated by a load process that extracts the information from an XML file provided by Amdocs Product Catalog.,Product Catalog Item Id,Part of Natural ID of attribute: Product Catalog Key,VARCHAR(60),BILL_OFFR_PRPT,PROD_CTLG_ITEM_ID,VARCHAR2(60),Null,R1,Non-Key
Billing Offer Properties,This table is populated by a load process that extracts the information from an XML file provided by Amdocs Product Catalog.,Product Catalog Item Version Id,Part of Natural ID of attribute: Product Catalog Key,INTEGER,BILL_OFFR_PRPT,PROD_CTLG_ITEM_VRSN_ID,NUMBER(9),Null,R1,Non-Key
Billing Offer Properties,This table is populated by a load process that extracts the information from an XML file provided by Amdocs Product Catalog.,Product Catalog Key,GK based on Product Catalog Item Id & Product Catalog Item Version & Source System Code,INTEGER,BILL_OFFR_PRPT,PROD_CTLG_KEY,NUMBER(10),Not Null,R1,FK
Billing Offer Properties,This table is populated by a load process that extracts the information from an XML file provided by Amdocs Product Catalog.,Product Description,The representative name of the catalog item,VARCHAR(255),BILL_OFFR_PRPT,PROD_DS,VARCHAR2(255),Null,R1,Non-Key
Billing Offer Properties,This table is populated by a load process that extracts the information from an XML file provided by Amdocs Product Catalog.,Property Name,Offer Property Name,VARCHAR(255),BILL_OFFR_PRPT,PRPT_NM,VARCHAR2(255),Null,R1,Non-Key
Billing Offer Properties,This table is populated by a load process that extracts the information from an XML file provided by Amdocs Product Catalog.,Property Value Text,Offer Property Value,VARCHAR(4000),BILL_OFFR_PRPT,PRPT_VALU_TXT,VARCHAR2(4000),Null,R1,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Account Key,Generated Key based on Account Id + Source System Code,BIGINT,BILL_STMN,ACCT_KEY,Number(18),Null,R1+R2,FK
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Amount Due Handling Code,"""Defines special handling performed on the total amount due: 
- Zero Balance - The total amount due is zeroed. 
 - Carry Over - The amount due is not to be paid but carried to the next cycle.

Example Values (for BL1AMTHNDL, layer 1): 
CO - CARRY_OVER 
ES - EMPTY_STATEMENT 
ZB - ZERO_BALANCE""",CHAR(3),BILL_STMN,AMNT_DUE_HNDL_CD,VARCHAR2(15),Null,R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Billing Arrangement Key,Generated Key based on Billing Arrangement Id + Source System Code,BIGINT,BILL_STMN,BILL_ARRG_KEY,Number(18),Not Null,R1+R2,FK
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Billing Cycle Instance Due Date,The last date allowed for the invoice statement to be paid. Date Mask: YYYYMMDD,DATE,BILL_STMN,BILL_CYCL_INSC_DUE_DT,DATE,Null,R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Billing Cycle Instance Key,GK on Cycle Seq Id + Source System Code,BIGINT,BILL_STMN,BILL_CYCL_INSC_KEY,NUMBER(18),Not Null,R1+R2,FK
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Bill Cycle Key,GK on Billing CYCLE Id + Source System Code,INTEGER,BILL_STMN,BILL_CYCL_KEY,NUMBER(10),Null,R1+R2,FK
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Bill Display Method Type Description,Bill Display Method Type,VARCHAR(255),BILL_STMN,BILL_DSPL_MTHD_TYPE_DS,VARCHAR2(255),Null,R2,Non-Key
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Bill Format Key,GK Bill Format Key based on bill format Reference Id + Source System Code,INTEGER,BILL_STMN,BILL_FRMT_KEY,NUMBER(10),Null,R2,FK
Bill Statement,"The Statements table holds the bill statements that are produced for each billing arrangement that receives a bill document. 
 The bill statement records include the amount due of the billing arrangement. (The amount due is the sum of the last bill statement amount due, the Amdocs Accounts Receivable transactions affecting the balance, and the new amount due.)",Bill Statement Key,Generated Key based on Bill Statement Sequence Number + Source System Code,INTEGER,BILL_STMN,BILL_STMN_KEY,NUMBER(9),Not Null,R1+R2,PK
